City,GNIS,Physical Address,Data Source,Building,Building Type,Square Feet,Audited,Audit Notes,Retrofits Done,Retrofit Notes,Fuel Oil,HW District,Electric,Natural Gas,Propane,Biomass,Fuel Oil Post,HW District Post,Electric Post,Natural Gas Post,Propane Post,Biomass Post,implementation cost
Angoon,1420113," 57.500999Á , -134.584282Á",Southeast Conference/Renewable Energy Alaska Project,"Kootznoowoo, Inc./U.S.F.S",Other,3200,,,,,,,,,,,,,,,,,
Angoon,1420113," 57.502690Á , -134.582233Á",Southeast Conference/Renewable Energy Alaska Project,Angoon Trading Post,Other,4100,,,,,,,,,,,,,,,,,
Angoon,1420113,0,End Use Study,Angoon Oil,Other,,No,,,,,,,,,,,,,,,,
Angoon,1420113,0,End Use Study,Inside Passage Electric Cooperative,Other,,No,,,,,,,,,,,,,,,,
Angoon,1420113," 57.503541Á , -134.587098Á",Southeast Conference/Renewable Energy Alaska Project,Russian Orthodox Church,Public Assembly,910,,,,,,,,,,,,,,,,,
Angoon,1420113," 57.497811Á , -134.581756Á",Southeast Conference/Renewable Energy Alaska Project,Angoon Assembly of God,Public Assembly,1020,,,,,,,,,,,,,,,,,
Angoon,1420113," 57.500404Á , -134.583959Á",Southeast Conference/Renewable Energy Alaska Project,Museum,Public Assembly,1020,,,,,,,,,,,,,,,,,
Angoon,1420113,?,End Use Study,Angoon Revival Center Church,Public Assembly,1152,No,,,,600,,,,,,,,,,,,
Angoon,1420113," 57.500202Á , -134.584124Á",Southeast Conference/Renewable Energy Alaska Project,Old Tribal Center,Public Assembly,1550,,,,,,,,,,,,,,,,,
Angoon,1420113," 57.503089Á , -134.586984Á",Southeast Conference/Renewable Energy Alaska Project,The Salvation Army,Public Assembly,2400,,,,,,,,,,,,,,,,,
Angoon,1420113,"315 Heendae Road, PO BOX 328, Angoon, AK 99820",End Use Study,Angoon Tribal Center,Public Assembly,2700,No,,,,3000,,,,,,,,,,,,
Angoon,1420113," 57.502484Á , -134.585132Á",Southeast Conference/Renewable Energy Alaska Project,AK. Native Brotherhood Hall,Public Assembly,4400,,,,,,,,,,,,,,,,,
Angoon,1420113,0,End Use Study,Angoon City Hall,Public Assembly,,No,,,,,,,,,,,,,,,,
Angoon,1420113," 57.501898Á , -134.584526Á",Southeast Conference/Renewable Energy Alaska Project,Police Department,Public Safety,1700,,,,,,,,,,,,,,,,,
Angoon,1420113,,Southeast Conference/Renewable Energy Alaska Project,Fire Hall / Jail,Public Safety,,,,,,,,,,,,,,,,,,
Angoon,1420113," 57.499315Á , -134.586208Á",Southeast Conference/Renewable Energy Alaska Project,Sewer Treatment,Water & Sewer,1100,,,,,,,,,,,,,,,,,
Aniak,1398286,0,End Use Study,District Storage Building,Education - K - 12,4000,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,District Shop/Bus BarnKuspuk School District,Education - K - 12,7400,No,,,,2300.525547,,10473.09426,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Blackwell School,Education - K - 12,10298,Yes,Yes; Nortech,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,District Office Building (DO)Kuspuk School District,Education - K - 12,12576,No,,,,2933.868613,,18360.16524,,,,,,,,,,
Aniak,1398286,FALSE,,Blackwell SchoolIditarod Area School District,Education - K - 12,16314.3,No,,,,4269.525547,,34652.06157,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,Auntie Mary Nicoli Elementary School (AMNES)Kuspuk School District,Education - K - 12,19471,No,,,,9007.474453,,49107.77491,,213.0812497,,,,,,,,
Aniak,1398286,0,End Use Study,Joe Parent Regional Vocational Education Center/Aniak Middle School,Education - K - 12,31900,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,Aniak Jr/Sr High School (AJSHS)Kuspuk School District,Education - K - 12,40080.8,No,,,,6122.10219,,53867.15147,,236.64,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Clinic,Health Care - Hospitals,1056,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,CLARA MORGAN HEALTH CLINIC,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,,Post Office,Office,560,No,,,,363,,3000,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Tribal Office,Office,1338,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Dely Ges Corp. Office & Store,Office,1500,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,City Office,Office,3856,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Wireless Network Bldg.,Other,256,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Aniak Hangar,Other,1440,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,,SREB Building --2523000025*Northern Region,Other,2000,No,,,,963.5036496,,2934.026406,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,SRE Building --2533000102Central Region,Other,3200,No,,,,4576.256934,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Aniak District Shop,Other,7400,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,Maintenance Shop/SEF --2531000150Central Region,Other,8100,No,,,,591.0613139,,9977.189794,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,Snow Removal Equip Building SEF --2531000150*Central Region,Other,8100,No,,,,9633.109489,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Aniak Administration Building,Other,11500,No,,,,,,,,,,,,,,,,
Aniak,1398286,0,End Use Study,City of Aniak,Other,,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Christ Church,Public Assembly,1500,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,COMMUNITY BUILDING,Public Assembly,2699,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Tribal Community Hall,Public Assembly,3888,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Aniak,1398286,0,End Use Study,Village Council,Public Assembly,,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,47311 Aniak Public Safety OfficeState of Alaska,Public Safety,,No,,,,561.1445255,,8221.240657,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,47801 Aniak RTHState of Alaska,Residential - Multi-Family,,No,,,,402.3462774,,1935.51742,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,47802 Aniak RTHState of Alaska,Residential - Multi-Family,,No,,,,980.1040146,,4328.372288,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,47805 Aniak RTHState of Alaska,Residential - Multi-Family,,No,,,,387.3637956,,2836.025524,,,,,,,,,,
Aniak,1398286,0,End Use Study,AC Commercial Company Store,Retail - Other,5327,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Cold Storage,Warehousing,1920,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,ARIS,Sand Storage --2533003511*Central Region,Warehousing,2800,No,,,,1977.848175,,3504.531541,,,,,,,,,,
Aniak,1398286,0,End Use Study,Shop/Sef Building    Fy07,Warehousing,,No,,,,,,,,,,,,,,,,
Aniak,1398286,FALSE,Regional Planners,Washeteria,Water & Sewer,1427,Yes,Yes; EAoA,,,,,,,,,,,,,,,
Arctic Village,1398382,0,End Use Study,Arctic Village k-12 School,Education - K - 12,13868,No,,,,21262,,96593,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Old High School,Education - K - 12,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Old School Maintenance Garage,Education - K - 12,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,0,End Use Study,Village Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Post Office,Office,920,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,0,End Use Study,Village Council Bldg,Office,1200,No,,,,1250,,4500,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Garage,Other,992,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Arctic Landromat,Other,,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Council Bldg.,Public Assembly,1200,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Community Hall,Public Assembly,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Native Store/Youth Center,Public Assembly,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,New Church,Public Assembly,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Midnight Sun Native Store,Retail - Other,,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Water Storage & Garage,Warehousing,1680,No,,,,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Arctic Village,1398382,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,,No,,Yes,Yes; VEEP,,,,,,,,,,,,,
Atka,1418170,0,End Use Study,Yakov E Netsvetov School,Education - K - 12,8130,No,,,,5000,,30950,,,,,,,,,,
Atka,1418170,0,End Use Study,Clinic,Health Care - Hospitals,1980,No,,,,1200,,14329,,,,,,,,,,
Atka,1418170,0,End Use Study,ARCS Building,Office,200,No,,,,,,12138,,,,,,,,,,
Atka,1418170,500 PHILLIPS ST,End Use Study,Post Office,Office,600,No,,,,500,,2412,,,,,,,,,,
Atka,1418170,361 King Salmon Land,End Use Study,Atxam Corporation,Office,1400,No,,,,1200,,2200,,,,,,,,,,
Atka,1418170,FALSE,Regional Planners,City of Atka (office),Office,1920,No,,,,,,,,,,,,,,,,
Atka,1418170,FALSE,Regional Planners,ARCS Bldg.,Other,200,No,,,,,,,,,,,,,,,,
Atka,1418170,FALSE,Regional Planners,Atxam Bldg.,Other,1400,No,,,,,,,,,,,,,,,,
Atka,1418170,0,End Use Study,Shop/Garage,Other,2400,No,,,,500,,691,,,,,,,,,,
Atka,1418170,FALSE,ARIS,SRE Building --2533000693*Central Region,Other,4250,No,,,,970.729927,,,,,,,,,,,,
Atka,1418170,FALSE,Regional Planners,Public Safety Bldg.,Public Safety,600,No,,,,,,,,,,,,,,,,
Atka,1418170,0,End Use Study,Sre Building Fy09,Warehousing,,No,,,,,,,,,,,,,,,,
Atka,1418170,FALSE,Regional Planners,Water Treatment Plant,Water & Sewer,900,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Portable Classroom --1,Education - K - 12,1200,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Portable Classroom --2,Education - K - 12,1200,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Elementary School,Education - K - 12,3406,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Joanne A Alexie Memorial School,Education - K - 12,12470,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Atmautluak Clinic,Health Care - Hospitals,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Post Office,Office,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Village Corporation,Office,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Generator Module,Other,320,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,All Atmautluak Bldg.,Other,20195,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Army National Guard,Other,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Atc Shop,Other,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Joint Utilities,Other,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,United Utilities,Other,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Bingo Hall,Public Assembly,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Moravian Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Old Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Russian Orthodox Church,Public Assembly,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Village Council,Public Assembly,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Public Safety Building,Public Safety,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Storage Warehouse,Warehousing,768,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,0,End Use Study,Sre Building (Heated),Warehousing,1104,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Utility Warehouse,Warehousing,,No,,,,,,,,,,,,,,,,
Atmautluak,1699811,FALSE,Regional Planners,Washeteria,Water & Sewer,,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Motel,Accommodation Services,2080,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Motel,Accommodation Services,2768,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,School Maintenance Building,Education - K - 12,640,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,School Service Garage,Education - K - 12,960,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Educational Facilities,Education - K - 12,3040,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Meade River SchoolAtqasuk,Education - K - 12,38140,No,,,,65770.51825,20000,390183.5116,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Health Clinic & MorgueAtqasuk,Health Care - Nursing/Residential Care,4400,No,,,,,,8415.075735,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Liason OfficeAtqasuk,Office,320,No,,,,,,8051.572464,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,Office Building - Atqasuk Tribal Office,Office,320,No,,,,,,8192,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Mayor's CenterAtqasuk,Office,400,No,,,,,,6627.559648,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,City Office,Office,2000,No,,,,1200,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Post Office (City-owned)Atqasuk,Office,4752,No,,,,,,3392.030528,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Service Garage (Vehicles -,Other,342,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Commercial,Other,400,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Mixed Use -,Other,576,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Transient Housing/PlayroomAtqasuk,Other,640,No,,,,,,3567.532108,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Commercial,Other,660,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Service Garage (Vehicles -,Other,1430,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Mixed Use -,Other,1608,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Mixed Use -,Other,2856,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,USDW Building (Public Works Building),Other,17424,No,,,,16605,4947.826087,128076.1527,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Com. Centers / Clubhouses,Public Assembly,624,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Church,Public Assembly,925,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Church,Public Assembly,1440,No,,,,,,,,,,,,,,,,
ATQASUK,1406178,,North Slope Borough,Com. Centers / Clubhouses,Public Assembly,5690,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Police DepartmentAtqasuk,Public Safety,2640,No,,,,,,65541.58987,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Fire Dept.Atqasuk,Public Safety,4608,No,,,,4304.489051,1815.942029,61601.55431,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,Search & rescue facility,Public Safety,,No,,,,,,,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Teacher HousingAtqasuk,Residential - Multi-Family,1368,No,,,,,,12586.61328,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,School District 5-plexAtqasuk,Residential - Multi-Family,5184,No,,,,,,32131.78918,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,"Bus Barn, Old ShopAtqasuk",Warehousing,3040,No,,,,,,12137.10923,,,,,,,,,,
Atqasuk,1406178,FALSE,ARIS,Warm StorageAtqasuk,Warehousing,5719,No,,,,,,68080.61272,,,,,,,,,,
Atqasuk,1406178,0,End Use Study,Vacuum Building,Water & Sewer,1320,No,,,,,,64536,,,,,,,,,,
Attu Station,2418783,0,End Use Study,Coast Guard Loran Station,Other,,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Motel,Accommodation Services,5284,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Hotel/Camp,Accommodation Services,13640,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Motel,Accommodation Services,17280,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Motel,Accommodation Services,17296,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Hotel/Camp,Accommodation Services,41395,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Educational Facilities,Education - K - 12,1728,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Educational Facilities,Education - K - 12,2681,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,3780,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Educational Facilities,Education - K - 12,10021,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,19030,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,19034,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,20629,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Elementary School,Education - K - 12,21600,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,26871,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Secondary School,Education - K - 12,28459,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Educational Facilities,Education - K - 12,32477,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Educational Facilities,Education - K - 12,57575,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Elementary School,Education - K - 12,96906,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,120,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,800,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,1500,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,2168,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,2400,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,3060,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Restaurant,Food Service and Drinking Places,6000,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,1200,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,1815,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,Hospital WarehouseNorth Slope Borough,Health Care - Hospitals,1824,No,,,,,,7600.0684,3624.04,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,2160,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,2828,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,7724,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Medical/Dental Clinic,Health Care - Hospitals,10206,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Hospital,Health Care - Hospitals,59934,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,Vet ClinicNorth Slope Borough,Health Care - Nursing/Residential Care,2828,No,,,,,,49480.44532,7660.66,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,690,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,897,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,1016,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,1260,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,1276,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,1300,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,1760,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,2442,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,3390,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,3414,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,4144,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,4803,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,4928,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,NSB OfficeNorth Slope Borough,Office,5778,No,,,,,,63136.31822,29855.455,,,,,,,,,
BARROW,1398635,,North Slope Borough,Govt. Building,Office,5910,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,6426,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,Bus Barns and ShopsNorth Slope Borough,Office,7193,No,,,,,,89391.30451,46587.73,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,7200,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,7412,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,10668,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Post Office,Office,15520,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,NSB Public Works BuildingMunicipal Government/Subdivision,Office,22704,No,,,,,,223730.0124,28490.56,,,,,,,,,
BARROW,1398635,,North Slope Borough,Office,Office,25192,No,,,,,,,,,,,,,,,,
Barrow,1398635,FALSE,ARIS,Warehouse/Shop/ConnexNorth Slope Borough,Office,26414,No,,,,,,395913.5632,70075.88,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,280,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,320,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Gas Station,Other,336,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,336,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,408,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Commercial,Other,448,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,456,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Service Garage (Vehicles -,Other,480,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,512,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,514,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,525,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,525,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,560,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Quonset,Other,576,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,600,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Service Garage (Vehicles -,Other,639,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,672,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,720,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,768,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,780,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Other,Other,782,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,792,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,800,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,912.59999,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,920,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,960,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,960,No,,,,,,,,,,,,,,,,
BARROW,1398635,,North Slope Borough,Mixed Use -,Other,1000,No,,,,,,,,,,,,,,,,
